Name: VTA [DA1], Title: Raster plot from device '10388', Hist: False
221.8 :    1 : [361]
222.0 :    1 : [366]
222.2 :    1 : [370]
224.9 :    1 : [367]
227.8 :    1 : [368]
230.6 :    1 : [362]
230.8 :    1 : [364]
235.9 :    1 : [363]
237.6 :    1 : [369]
247.4 :    1 : [365]
283.0 :    1 : [363]
284.4 :    1 : [368]
301.3 :    1 : [367]
717.0 :    1 : [367]
720.5 :    1 : [369]
730.5 :    1 : [362]
744.4 :    2 : [361, 364]
744.9 :    1 : [365]
791.5 :    1 : [363]
