Name: SNr [GABA], Title: Raster plot from device '30078', Hist: False
226.7 :    1 : [694]
226.8 :    1 : [670]
226.9 :    1 : [687]
227.2 :    2 : [663, 663]
227.3 :    2 : [671, 671]
227.4 :    2 : [666, 666]
227.8 :    8 : [672, 672, 674, 675, 682, 688, 691, 691]
228.1 :    1 : [683]
267.5 :    1 : [689]
